path,participant_id,sequence_id,sign
train_landmark_files/25571/1042775189.parquet,25571,1042775189,wake
train_landmark_files/27610/1042805901.parquet,27610,1042805901,dry
train_landmark_files/34503/1042842785.parquet,34503,1042842785,stairs
train_landmark_files/53618/1042874485.parquet,53618,1042874485,TV
train_landmark_files/22343/1042877364.parquet,22343,1042877364,see
train_landmark_files/26734/1042895453.parquet,26734,1042895453,tiger
train_landmark_files/32319/1042920123.parquet,32319,1042920123,flag
train_landmark_files/32319/104292849.parquet,32319,104292849,read
train_landmark_files/34503/1042995708.parquet,34503,1042995708,fish
train_landmark_files/4718/1043017304.parquet,4718,1043017304,bug
train_landmark_files/36257/1043061666.parquet,36257,1043061666,gum
train_landmark_files/26734/1043066340.parquet,26734,1043066340,farm
train_landmark_files/4718/1043117617.parquet,4718,1043117617,have
train_landmark_files/61333/104312539.parquet,61333,104312539,cry
train_landmark_files/4718/1043224799.parquet,4718,1043224799,where
train_landmark_files/49445/1043321984.parquet,49445,1043321984,cut
train_landmark_files/61333/1043568687.parquet,61333,1043568687,cheek
train_landmark_files/32319/1043726371.parquet,32319,1043726371,scissors
train_landmark_files/26734/1043734092.parquet,26734,1043734092,snow
train_landmark_files/25571/1043752485.parquet,25571,1043752485,TV
train_landmark_files/25571/1043768685.parquet,25571,1043768685,milk
train_landmark_files/37055/1043774222.parquet,37055,1043774222,wake
train_landmark_files/30680/1043840094.parquet,30680,1043840094,better
train_landmark_files/61333/1043846192.parquet,61333,1043846192,ear
train_landmark_files/55372/1043911310.parquet,55372,1043911310,there
train_landmark_files/27610/1043917700.parquet,27610,1043917700,icecream
train_landmark_files/53618/1043964363.parquet,53618,1043964363,wet
train_landmark_files/36257/1043973118.parquet,36257,1043973118,empty
train_landmark_files/2044/1043975924.parquet,2044,1043975924,fish
train_landmark_files/55372/104399167.parquet,55372,104399167,bedroom
train_landmark_files/29302/1044050777.parquet,29302,1044050777,stuck
train_landmark_files/53618/1044100553.parquet,53618,1044100553,taste
train_landmark_files/53618/1044118052.parquet,53618,1044118052,happy
train_landmark_files/55372/1044122718.parquet,55372,1044122718,table
train_landmark_files/36257/1044130439.parquet,36257,1044130439,shower
train_landmark_files/18796/1044159223.parquet,18796,1044159223,lion
train_landmark_files/49445/1044159483.parquet,49445,1044159483,any
train_landmark_files/29302/1044166375.parquet,29302,1044166375,pen
train_landmark_files/28656/1044177843.parquet,28656,1044177843,boat
train_landmark_files/37779/1044179662.parquet,37779,1044179662,cow
train_landmark_files/53618/1044268814.parquet,53618,1044268814,callonphone
train_landmark_files/28656/1044276250.parquet,28656,1044276250,doll
train_landmark_files/53618/1044296804.parquet,53618,1044296804,feet
train_landmark_files/36257/1044409053.parquet,36257,1044409053,another
train_landmark_files/37055/1044425550.parquet,37055,1044425550,better
train_landmark_files/2044/1044479555.parquet,2044,1044479555,yesterday
train_landmark_files/37055/1044500684.parquet,37055,1044500684,tree
train_landmark_files/29302/104454935.parquet,29302,104454935,horse
train_landmark_files/27610/1044589393.parquet,27610,1044589393,hen
train_landmark_files/37779/1044598974.parquet,37779,1044598974,bug
train_landmark_files/27610/1044662280.parquet,27610,1044662280,like
train_landmark_files/27610/1044668832.parquet,27610,1044668832,horse
train_landmark_files/16069/1044708688.parquet,16069,1044708688,bird
train_landmark_files/37779/1044728730.parquet,37779,1044728730,elephant
train_landmark_files/62590/1044729798.parquet,62590,1044729798,after
train_landmark_files/37779/1044825469.parquet,37779,1044825469,finish
train_landmark_files/37055/1044827182.parquet,37055,1044827182,finger
train_landmark_files/37779/1044968368.parquet,37779,1044968368,lion
train_landmark_files/49445/1045056381.parquet,49445,1045056381,before
train_landmark_files/37779/1045086453.parquet,37779,1045086453,garbage
train_landmark_files/32319/1045086950.parquet,32319,1045086950,hen
train_landmark_files/49445/1045114673.parquet,49445,1045114673,drink
train_landmark_files/53618/1045215454.parquet,53618,1045215454,hear
train_landmark_files/53618/1045255796.parquet,53618,1045255796,yes
train_landmark_files/32319/1045258570.parquet,32319,1045258570,minemy
train_landmark_files/53618/1045269533.parquet,53618,1045269533,many
train_landmark_files/25571/1045319821.parquet,25571,1045319821,elephant
train_landmark_files/49445/1045321300.parquet,49445,1045321300,airplane
train_landmark_files/29302/1045448341.parquet,29302,1045448341,fine
train_landmark_files/27610/1045463707.parquet,27610,1045463707,elephant
train_landmark_files/53618/1045478644.parquet,53618,1045478644,airplane
train_landmark_files/29302/104550800.parquet,29302,104550800,fine
train_landmark_files/16069/1045510771.parquet,16069,1045510771,pretty
train_landmark_files/53618/1045515676.parquet,53618,1045515676,gift
train_landmark_files/36257/1045550713.parquet,36257,1045550713,minemy
train_landmark_files/18796/1045566902.parquet,18796,1045566902,for
train_landmark_files/22343/1045643325.parquet,22343,1045643325,callonphone
train_landmark_files/22343/1045664268.parquet,22343,1045664268,carrot
train_landmark_files/49445/1045704130.parquet,49445,1045704130,napkin
train_landmark_files/62590/1045787067.parquet,62590,1045787067,eye
train_landmark_files/25571/1045793732.parquet,25571,1045793732,doll
train_landmark_files/37779/104583781.parquet,37779,104583781,sleep
train_landmark_files/29302/1045855826.parquet,29302,1045855826,pretend
train_landmark_files/32319/1045887242.parquet,32319,1045887242,wake
train_landmark_files/27610/1045949632.parquet,27610,1045949632,old
train_landmark_files/18796/1046137044.parquet,18796,1046137044,stairs
train_landmark_files/36257/1046162244.parquet,36257,1046162244,mouse
train_landmark_files/18796/1046179649.parquet,18796,1046179649,cheek
train_landmark_files/26734/1046246037.parquet,26734,1046246037,blue
train_landmark_files/62590/104633332.parquet,62590,104633332,shower
train_landmark_files/49445/1046442307.parquet,49445,1046442307,finger
train_landmark_files/37055/1046463258.parquet,37055,1046463258,lips
train_landmark_files/18796/1046474374.parquet,18796,1046474374,old
train_landmark_files/55372/104649498.parquet,55372,104649498,better
train_landmark_files/32319/1046513185.parquet,32319,1046513185,because
train_landmark_files/37055/104652110.parquet,37055,104652110,animal
train_landmark_files/27610/1046628782.parquet,27610,1046628782,room
train_landmark_files/62590/104663714.parquet,62590,104663714,bird
train_landmark_files/37055/1046725989.parquet,37055,1046725989,pretend
train_landmark_files/16069/1046796659.parquet,16069,1046796659,wet
train_landmark_files/27610/1046805519.parquet,27610,1046805519,orange
train_landmark_files/34503/1046816180.parquet,34503,1046816180,same
train_landmark_files/62590/1046889917.parquet,62590,1046889917,where
train_landmark_files/36257/1046960010.parquet,36257,1046960010,have
train_landmark_files/49445/104698648.parquet,49445,104698648,chair
train_landmark_files/55372/1047009010.parquet,55372,1047009010,wet
train_landmark_files/49445/1047046743.parquet,49445,1047046743,see
train_landmark_files/30680/1047094149.parquet,30680,1047094149,nuts
train_landmark_files/62590/1047094338.parquet,62590,1047094338,if
train_landmark_files/37055/1047094994.parquet,37055,1047094994,later
train_landmark_files/4718/1047126044.parquet,4718,1047126044,shirt
train_landmark_files/22343/1047151249.parquet,22343,1047151249,not
train_landmark_files/2044/1047203339.parquet,2044,1047203339,yucky
train_landmark_files/30680/104723878.parquet,30680,104723878,bad
train_landmark_files/25571/1047322897.parquet,25571,1047322897,white
train_landmark_files/28656/1047364446.parquet,28656,1047364446,lamp
train_landmark_files/61333/1047407518.parquet,61333,1047407518,awake
train_landmark_files/49445/1047492664.parquet,49445,1047492664,shirt
train_landmark_files/22343/104756389.parquet,22343,104756389,hear
train_landmark_files/61333/1047588917.parquet,61333,1047588917,high
train_landmark_files/28656/104761710.parquet,28656,104761710,grass
train_landmark_files/61333/1047646329.parquet,61333,1047646329,closet
train_landmark_files/27610/1047704230.parquet,27610,1047704230,shirt
train_landmark_files/27610/1047706700.parquet,27610,1047706700,clean
train_landmark_files/61333/1047781271.parquet,61333,1047781271,gift
train_landmark_files/27610/1047783917.parquet,27610,1047783917,water
train_landmark_files/29302/1047831359.parquet,29302,1047831359,napkin
train_landmark_files/61333/1047842946.parquet,61333,1047842946,yourself
train_landmark_files/22343/1047855691.parquet,22343,1047855691,fast
train_landmark_files/29302/1047880719.parquet,29302,1047880719,close
train_landmark_files/2044/1047894514.parquet,2044,1047894514,down
train_landmark_files/29302/1047928737.parquet,29302,1047928737,farm
train_landmark_files/36257/1047946626.parquet,36257,1047946626,before
train_landmark_files/61333/104795088.parquet,61333,104795088,where
train_landmark_files/37779/1047968766.parquet,37779,1047968766,duck
train_landmark_files/29302/1048033497.parquet,29302,1048033497,sad
train_landmark_files/36257/104804968.parquet,36257,104804968,lion
train_landmark_files/16069/1048119697.parquet,16069,1048119697,underwear
train_landmark_files/61333/1048128361.parquet,61333,1048128361,sticky
train_landmark_files/22343/1048164520.parquet,22343,1048164520,mouse
train_landmark_files/28656/1048182726.parquet,28656,1048182726,aunt
train_landmark_files/37055/1048201656.parquet,37055,1048201656,pretty
train_landmark_files/26734/1048231757.parquet,26734,1048231757,helicopter
train_landmark_files/62590/1048270730.parquet,62590,1048270730,cute
train_landmark_files/26734/1048321924.parquet,26734,1048321924,cat
train_landmark_files/53618/1048337666.parquet,53618,1048337666,dog
train_landmark_files/16069/104843486.parquet,16069,104843486,hair
train_landmark_files/49445/1048478176.parquet,49445,1048478176,now
train_landmark_files/25571/1048480380.parquet,25571,1048480380,who
train_landmark_files/32319/1048490799.parquet,32319,1048490799,cloud
train_landmark_files/34503/1048506095.parquet,34503,1048506095,lamp
train_landmark_files/22343/1048599802.parquet,22343,1048599802,flag
train_landmark_files/30680/1048601140.parquet,30680,1048601140,fall
train_landmark_files/26734/1048634291.parquet,26734,1048634291,donkey
train_landmark_files/29302/1048661021.parquet,29302,1048661021,empty
train_landmark_files/29302/1048663259.parquet,29302,1048663259,outside
train_landmark_files/25571/1048720861.parquet,25571,1048720861,can
train_landmark_files/49445/1048722379.parquet,49445,1048722379,animal
train_landmark_files/53618/1048727150.parquet,53618,1048727150,cereal
train_landmark_files/34503/1048751747.parquet,34503,1048751747,wait
train_landmark_files/61333/104882422.parquet,61333,104882422,wait
train_landmark_files/26734/1048909726.parquet,26734,1048909726,say
train_landmark_files/37779/1049102978.parquet,37779,1049102978,mouth
train_landmark_files/36257/1049139592.parquet,36257,1049139592,ear
train_landmark_files/22343/1049166340.parquet,22343,1049166340,yesterday
train_landmark_files/22343/1049170200.parquet,22343,1049170200,sticky
train_landmark_files/37779/104919997.parquet,37779,104919997,mouse
train_landmark_files/29302/1049246757.parquet,29302,1049246757,there
train_landmark_files/55372/1049333044.parquet,55372,1049333044,down
train_landmark_files/55372/1049357729.parquet,55372,1049357729,tiger
train_landmark_files/2044/1049406547.parquet,2044,1049406547,kiss
train_landmark_files/2044/1049435447.parquet,2044,1049435447,white
train_landmark_files/37779/1049441464.parquet,37779,1049441464,weus
train_landmark_files/55372/1049446909.parquet,55372,1049446909,all
train_landmark_files/62590/104949768.parquet,62590,104949768,please
train_landmark_files/32319/1049501001.parquet,32319,1049501001,yes
train_landmark_files/61333/1049503265.parquet,61333,1049503265,helicopter
train_landmark_files/25571/1049521508.parquet,25571,1049521508,flower
train_landmark_files/37055/1049534022.parquet,37055,1049534022,thankyou
train_landmark_files/37779/1049583351.parquet,37779,1049583351,car
train_landmark_files/62590/1049587865.parquet,62590,1049587865,dryer
train_landmark_files/49445/1049674516.parquet,49445,1049674516,pizza
train_landmark_files/26734/1049674720.parquet,26734,1049674720,hot
train_landmark_files/25571/1049699520.parquet,25571,1049699520,person
train_landmark_files/34503/1049849883.parquet,34503,1049849883,backyard
train_landmark_files/32319/1049896113.parquet,32319,1049896113,gum
train_landmark_files/37779/1049921277.parquet,37779,1049921277,milk
train_landmark_files/30680/1049999808.parquet,30680,1049999808,doll
train_landmark_files/32319/1050027994.parquet,32319,1050027994,go
train_landmark_files/27610/1050083074.parquet,27610,1050083074,cow
train_landmark_files/4718/1050111178.parquet,4718,1050111178,puppy
train_landmark_files/16069/1050178503.parquet,16069,1050178503,bedroom
train_landmark_files/22343/1050223528.parquet,22343,1050223528,yes
train_landmark_files/25571/1050254159.parquet,25571,1050254159,stay
train_landmark_files/16069/1050287724.parquet,16069,1050287724,all
train_landmark_files/28656/1050328104.parquet,28656,1050328104,old
train_landmark_files/62590/1050340236.parquet,62590,1050340236,snack
train_landmark_files/36257/1050467395.parquet,36257,1050467395,shhh
train_landmark_files/26734/105049882.parquet,26734,105049882,flower
train_landmark_files/34503/1050515756.parquet,34503,1050515756,finger
train_landmark_files/28656/1050526943.parquet,28656,1050526943,no
train_landmark_files/53618/1050553083.parquet,53618,1050553083,fast
train_landmark_files/37779/1050554554.parquet,37779,1050554554,pig
train_landmark_files/37055/1050619784.parquet,37055,1050619784,backyard
train_landmark_files/18796/1050640176.parquet,18796,1050640176,sick
train_landmark_files/25571/1050684799.parquet,25571,1050684799,hello
train_landmark_files/16069/1050720689.parquet,16069,1050720689,nose
train_landmark_files/32319/1050735060.parquet,32319,1050735060,old
train_landmark_files/2044/105089559.parquet,2044,105089559,white
train_landmark_files/36257/1050905155.parquet,36257,1050905155,cat
train_landmark_files/28656/1050917557.parquet,28656,1050917557,elephant
train_landmark_files/25571/1050988735.parquet,25571,1050988735,hate
train_landmark_files/36257/1050993014.parquet,36257,1050993014,please
train_landmark_files/30680/105103490.parquet,30680,105103490,head
train_landmark_files/30680/1051089496.parquet,30680,1051089496,icecream
train_landmark_files/36257/1051152315.parquet,36257,1051152315,vacuum
train_landmark_files/62590/1051197128.parquet,62590,1051197128,hate
train_landmark_files/37779/1051280106.parquet,37779,1051280106,hot
train_landmark_files/62590/1051292249.parquet,62590,1051292249,toothbrush
train_landmark_files/53618/1051312494.parquet,53618,1051312494,can
train_landmark_files/62590/1051314444.parquet,62590,1051314444,listen
train_landmark_files/2044/1051321002.parquet,2044,1051321002,animal
train_landmark_files/49445/1051385149.parquet,49445,1051385149,doll
train_landmark_files/37055/1051481827.parquet,37055,1051481827,down
train_landmark_files/37055/1051611208.parquet,37055,1051611208,head
train_landmark_files/36257/1051761094.parquet,36257,1051761094,owl
train_landmark_files/32319/105176252.parquet,32319,105176252,talk
train_landmark_files/25571/1051788823.parquet,25571,1051788823,gift
train_landmark_files/16069/1051872288.parquet,16069,1051872288,nuts
train_landmark_files/26734/1051922958.parquet,26734,1051922958,boat
train_landmark_files/55372/105198856.parquet,55372,105198856,gift
train_landmark_files/62590/1052027138.parquet,62590,1052027138,carrot
train_landmark_files/34503/1052027367.parquet,34503,1052027367,boat
train_landmark_files/27610/1052028157.parquet,27610,1052028157,moon
train_landmark_files/37055/1052055975.parquet,37055,1052055975,old
train_landmark_files/34503/1052088640.parquet,34503,1052088640,lion
train_landmark_files/53618/1052165221.parquet,53618,1052165221,listen
train_landmark_files/36257/1052250735.parquet,36257,1052250735,uncle
train_landmark_files/36257/1052304950.parquet,36257,1052304950,blow
train_landmark_files/29302/105239699.parquet,29302,105239699,frenchfries
train_landmark_files/16069/1052465672.parquet,16069,1052465672,cut
train_landmark_files/30680/1052573007.parquet,30680,1052573007,dirty
train_landmark_files/26734/1052630803.parquet,26734,1052630803,sleepy
train_landmark_files/22343/1052630954.parquet,22343,1052630954,wet
train_landmark_files/34503/1052787325.parquet,34503,1052787325,outside
train_landmark_files/27610/1052839828.parquet,27610,1052839828,mom
train_landmark_files/30680/1052878223.parquet,30680,1052878223,after
train_landmark_files/26734/1052889822.parquet,26734,1052889822,yourself
train_landmark_files/30680/1052907694.parquet,30680,1052907694,toy
train_landmark_files/4718/1052998573.parquet,4718,1052998573,boy
train_landmark_files/28656/1053045836.parquet,28656,1053045836,drop
train_landmark_files/32319/1053115786.parquet,32319,1053115786,wet
train_landmark_files/18796/105312628.parquet,18796,105312628,any
train_landmark_files/61333/1053195905.parquet,61333,1053195905,elephant
train_landmark_files/34503/1053352452.parquet,34503,1053352452,bedroom
train_landmark_files/55372/1053354029.parquet,55372,1053354029,for
train_landmark_files/37779/1053430004.parquet,37779,1053430004,dance
train_landmark_files/49445/1053467149.parquet,49445,1053467149,listen
train_landmark_files/55372/105348910.parquet,55372,105348910,bed
train_landmark_files/62590/1053494625.parquet,62590,1053494625,table
train_landmark_files/26734/1053537829.parquet,26734,1053537829,pool
train_landmark_files/28656/1053570209.parquet,28656,1053570209,hide
train_landmark_files/16069/1053573508.parquet,16069,1053573508,go
train_landmark_files/2044/1053585681.parquet,2044,1053585681,pool
train_landmark_files/2044/1053608274.parquet,2044,1053608274,owl
train_landmark_files/34503/1053641484.parquet,34503,1053641484,duck
train_landmark_files/55372/1053698730.parquet,55372,1053698730,eye
train_landmark_files/27610/1053761982.parquet,27610,1053761982,mad
train_landmark_files/37779/1053804183.parquet,37779,1053804183,hate
train_landmark_files/55372/1053886416.parquet,55372,1053886416,morning
train_landmark_files/49445/1053909655.parquet,49445,1053909655,same
train_landmark_files/32319/1053911557.parquet,32319,1053911557,wake
train_landmark_files/27610/1053918309.parquet,27610,1053918309,why
train_landmark_files/18796/1053957562.parquet,18796,1053957562,pajamas
train_landmark_files/37055/1054045464.parquet,37055,1054045464,chocolate
train_landmark_files/28656/1054086064.parquet,28656,1054086064,time
train_landmark_files/29302/1054092160.parquet,29302,1054092160,gum
train_landmark_files/37779/1054101510.parquet,37779,1054101510,horse
train_landmark_files/4718/1054103924.parquet,4718,1054103924,mouse
train_landmark_files/2044/1054127925.parquet,2044,1054127925,goose
train_landmark_files/27610/1054134886.parquet,27610,1054134886,see
train_landmark_files/53618/105413914.parquet,53618,105413914,blue
train_landmark_files/27610/1054282386.parquet,27610,1054282386,TV
train_landmark_files/18796/1054298247.parquet,18796,1054298247,clean
train_landmark_files/29302/1054406983.parquet,29302,1054406983,bee
train_landmark_files/29302/1054418038.parquet,29302,1054418038,happy
train_landmark_files/37779/1054428699.parquet,37779,1054428699,balloon
train_landmark_files/25571/1054525789.parquet,25571,1054525789,flower
train_landmark_files/61333/1054639191.parquet,61333,1054639191,dryer
train_landmark_files/55372/1054641459.parquet,55372,1054641459,who
train_landmark_files/18796/1054709364.parquet,18796,1054709364,touch
train_landmark_files/27610/1054726319.parquet,27610,1054726319,chocolate
train_landmark_files/25571/1054749735.parquet,25571,1054749735,listen
train_landmark_files/49445/1054778499.parquet,49445,1054778499,face
train_landmark_files/22343/1054794425.parquet,22343,1054794425,hungry
train_landmark_files/49445/1054875916.parquet,49445,1054875916,sad
train_landmark_files/27610/1054923309.parquet,27610,1054923309,quiet
train_landmark_files/36257/105496740.parquet,36257,105496740,close
train_landmark_files/37055/1054971688.parquet,37055,1054971688,chocolate
train_landmark_files/26734/1055057393.parquet,26734,1055057393,aunt
train_landmark_files/18796/1055095592.parquet,18796,1055095592,dry
train_landmark_files/2044/1055301759.parquet,2044,1055301759,bee
train_landmark_files/25571/1055324172.parquet,25571,1055324172,like
train_landmark_files/27610/105533801.parquet,27610,105533801,go
train_landmark_files/36257/1055363558.parquet,36257,1055363558,hate
train_landmark_files/34503/1055396085.parquet,34503,1055396085,home
train_landmark_files/27610/1055419438.parquet,27610,1055419438,wake
train_landmark_files/37055/1055426700.parquet,37055,1055426700,store
train_landmark_files/32319/105544881.parquet,32319,105544881,happy
train_landmark_files/53618/1055514052.parquet,53618,1055514052,clean
train_landmark_files/37779/1055517962.parquet,37779,1055517962,vacuum
train_landmark_files/29302/1055652231.parquet,29302,1055652231,person
train_landmark_files/30680/1055715802.parquet,30680,1055715802,car
train_landmark_files/37055/1055777257.parquet,37055,1055777257,close
train_landmark_files/28656/1055824014.parquet,28656,1055824014,thirsty
train_landmark_files/27610/1055856851.parquet,27610,1055856851,alligator
train_landmark_files/18796/1055908167.parquet,18796,1055908167,flower
train_landmark_files/18796/1055994060.parquet,18796,1055994060,rain
train_landmark_files/28656/1056048122.parquet,28656,1056048122,penny
train_landmark_files/27610/1056131570.parquet,27610,1056131570,into
train_landmark_files/16069/1056164815.parquet,16069,1056164815,close
train_landmark_files/27610/1056311219.parquet,27610,1056311219,have
train_landmark_files/2044/1056323405.parquet,2044,1056323405,yucky
train_landmark_files/49445/1056438401.parquet,49445,1056438401,after
train_landmark_files/2044/1056446974.parquet,2044,1056446974,boy
train_landmark_files/22343/1056524239.parquet,22343,1056524239,thirsty
train_landmark_files/29302/1056554709.parquet,29302,1056554709,chocolate
train_landmark_files/36257/1056679118.parquet,36257,1056679118,sleepy
train_landmark_files/4718/1056719555.parquet,4718,1056719555,yellow
train_landmark_files/55372/1056759245.parquet,55372,1056759245,gum
train_landmark_files/53618/105677162.parquet,53618,105677162,make
train_landmark_files/37055/105678611.parquet,37055,105678611,dryer
train_landmark_files/55372/105680464.parquet,55372,105680464,all
train_landmark_files/37055/1056853077.parquet,37055,1056853077,pig
train_landmark_files/36257/1056868215.parquet,36257,1056868215,nuts
train_landmark_files/18796/1056922911.parquet,18796,1056922911,shower
train_landmark_files/55372/1057022232.parquet,55372,1057022232,alligator
train_landmark_files/34503/1057109673.parquet,34503,1057109673,look
train_landmark_files/37055/1057134330.parquet,37055,1057134330,orange
train_landmark_files/29302/1057152054.parquet,29302,1057152054,say
train_landmark_files/4718/1057166317.parquet,4718,1057166317,fine
train_landmark_files/53618/1057266470.parquet,53618,1057266470,weus
train_landmark_files/61333/1057346144.parquet,61333,1057346144,stay
train_landmark_files/53618/1057383307.parquet,53618,1057383307,backyard
train_landmark_files/32319/1057404158.parquet,32319,1057404158,cloud
train_landmark_files/27610/1057449084.parquet,27610,1057449084,chin
train_landmark_files/29302/1057499374.parquet,29302,1057499374,ride
train_landmark_files/55372/1057505190.parquet,55372,1057505190,moon
train_landmark_files/2044/105769977.parquet,2044,105769977,brother
train_landmark_files/29302/1057708806.parquet,29302,1057708806,snow
train_landmark_files/34503/1057719699.parquet,34503,1057719699,carrot
train_landmark_files/55372/1057732888.parquet,55372,1057732888,wet
train_landmark_files/55372/1057790660.parquet,55372,1057790660,store
train_landmark_files/16069/1057811877.parquet,16069,1057811877,aunt
train_landmark_files/62590/1057819205.parquet,62590,1057819205,mitten
train_landmark_files/18796/1057829703.parquet,18796,1057829703,drop
train_landmark_files/28656/1057839157.parquet,28656,1057839157,think
train_landmark_files/26734/1057853692.parquet,26734,1057853692,grandpa
train_landmark_files/36257/1057913373.parquet,36257,1057913373,because
train_landmark_files/37055/1057947595.parquet,37055,1057947595,closet
train_landmark_files/37779/1057951924.parquet,37779,1057951924,ride
train_landmark_files/32319/1057980872.parquet,32319,1057980872,arm
train_landmark_files/32319/1058058634.parquet,32319,1058058634,jacket
train_landmark_files/37779/1058066600.parquet,37779,1058066600,penny
train_landmark_files/34503/1058130659.parquet,34503,1058130659,mitten
train_landmark_files/25571/1058180428.parquet,25571,1058180428,bee
train_landmark_files/29302/1058373924.parquet,29302,1058373924,sleep
train_landmark_files/26734/1058448476.parquet,26734,1058448476,home
train_landmark_files/37055/1058477924.parquet,37055,1058477924,fish
train_landmark_files/4718/1058486708.parquet,4718,1058486708,nuts
train_landmark_files/16069/1058559253.parquet,16069,1058559253,flower
train_landmark_files/27610/1058733076.parquet,27610,1058733076,mitten
train_landmark_files/49445/1058743977.parquet,49445,1058743977,book
train_landmark_files/27610/10587460.parquet,27610,10587460,eye
train_landmark_files/36257/1058811113.parquet,36257,1058811113,alligator
train_landmark_files/26734/105897288.parquet,26734,105897288,kiss
train_landmark_files/28656/10590618.parquet,28656,10590618,mom
train_landmark_files/27610/105910120.parquet,27610,105910120,hungry
train_landmark_files/16069/105913181.parquet,16069,105913181,fall
train_landmark_files/37779/1059195808.parquet,37779,1059195808,underwear
train_landmark_files/22343/1059220152.parquet,22343,1059220152,pretend
train_landmark_files/34503/105929162.parquet,34503,105929162,drink
train_landmark_files/4718/1059291712.parquet,4718,1059291712,TV
train_landmark_files/26734/1059356885.parquet,26734,1059356885,lamp
train_landmark_files/49445/1059376371.parquet,49445,1059376371,taste
train_landmark_files/53618/1059403021.parquet,53618,1059403021,cloud
train_landmark_files/2044/1059459368.parquet,2044,1059459368,drink
train_landmark_files/4718/1059475134.parquet,4718,1059475134,find
train_landmark_files/26734/1059531340.parquet,26734,1059531340,yesterday
train_landmark_files/16069/1059601636.parquet,16069,1059601636,zebra
train_landmark_files/37055/1059724054.parquet,37055,1059724054,jacket
train_landmark_files/22343/1059757102.parquet,22343,1059757102,cute
train_landmark_files/37055/1059760803.parquet,37055,1059760803,fireman
train_landmark_files/25571/1059820518.parquet,25571,1059820518,hungry
train_landmark_files/37779/1059980806.parquet,37779,1059980806,scissors
train_landmark_files/62590/1060007792.parquet,62590,1060007792,bedroom
train_landmark_files/26734/1060012042.parquet,26734,1060012042,story
train_landmark_files/28656/106003005.parquet,28656,106003005,blue
train_landmark_files/28656/1060111387.parquet,28656,1060111387,elephant
train_landmark_files/36257/1060209681.parquet,36257,1060209681,there
train_landmark_files/26734/1060249469.parquet,26734,1060249469,fine
train_landmark_files/25571/1060260235.parquet,25571,1060260235,thirsty
train_landmark_files/55372/1060399607.parquet,55372,1060399607,if
train_landmark_files/2044/1060572565.parquet,2044,1060572565,before
train_landmark_files/49445/1060634070.parquet,49445,1060634070,frenchfries
train_landmark_files/2044/1060638803.parquet,2044,1060638803,shower
train_landmark_files/27610/106065033.parquet,27610,106065033,man
train_landmark_files/37055/1060657831.parquet,37055,1060657831,gum
train_landmark_files/37055/1060672186.parquet,37055,1060672186,ear
train_landmark_files/53618/1060697011.parquet,53618,1060697011,pizza
train_landmark_files/49445/1060711136.parquet,49445,1060711136,puppy
train_landmark_files/61333/1060742335.parquet,61333,1060742335,hear
train_landmark_files/22343/1060795224.parquet,22343,1060795224,tooth
train_landmark_files/29302/1060838200.parquet,29302,1060838200,boat
train_landmark_files/29302/1060843584.parquet,29302,1060843584,hello
train_landmark_files/4718/1060847722.parquet,4718,1060847722,vacuum
train_landmark_files/49445/1060850217.parquet,49445,1060850217,book
train_landmark_files/28656/1060954663.parquet,28656,1060954663,cowboy
train_landmark_files/2044/1061007072.parquet,2044,1061007072,haveto
train_landmark_files/37055/1061046578.parquet,37055,1061046578,say
train_landmark_files/28656/1061075895.parquet,28656,1061075895,grandpa
train_landmark_files/55372/1061076823.parquet,55372,1061076823,chin
train_landmark_files/34503/1061127976.parquet,34503,1061127976,drop
train_landmark_files/53618/1061162322.parquet,53618,1061162322,hat
train_landmark_files/37779/1061183354.parquet,37779,1061183354,donkey
train_landmark_files/29302/1061196554.parquet,29302,1061196554,sick
train_landmark_files/28656/1061217154.parquet,28656,1061217154,pizza
train_landmark_files/28656/1061220400.parquet,28656,1061220400,wolf
train_landmark_files/29302/1061230755.parquet,29302,1061230755,better
train_landmark_files/61333/1061264846.parquet,61333,1061264846,giraffe
train_landmark_files/37779/1061336673.parquet,37779,1061336673,gift
train_landmark_files/53618/1061458772.parquet,53618,1061458772,story
train_landmark_files/29302/1061460539.parquet,29302,1061460539,blow
train_landmark_files/2044/1061603121.parquet,2044,1061603121,hear
train_landmark_files/25571/1061603457.parquet,25571,1061603457,orange
train_landmark_files/28656/1061634118.parquet,28656,1061634118,for
train_landmark_files/26734/1061668019.parquet,26734,1061668019,garbage
train_landmark_files/18796/1061678023.parquet,18796,1061678023,kitty
train_landmark_files/22343/1061685601.parquet,22343,1061685601,any
train_landmark_files/34503/1061688354.parquet,34503,1061688354,think
train_landmark_files/18796/1061776808.parquet,18796,1061776808,another
train_landmark_files/18796/1061783975.parquet,18796,1061783975,cowboy
train_landmark_files/34503/1061791204.parquet,34503,1061791204,tooth
train_landmark_files/55372/1061847518.parquet,55372,1061847518,if
train_landmark_files/62590/1061949915.parquet,62590,1061949915,bad
train_landmark_files/62590/1061974342.parquet,62590,1061974342,tooth
train_landmark_files/53618/1061981154.parquet,53618,1061981154,cry
train_landmark_files/37055/106206630.parquet,37055,106206630,fireman
train_landmark_files/2044/1062075977.parquet,2044,1062075977,happy
train_landmark_files/28656/1062081958.parquet,28656,1062081958,down
train_landmark_files/37779/1062097831.parquet,37779,1062097831,empty
